fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,density,pH,sulphates,alcohol,Wine color,quality
7.1,0.17,0.4,14.55,0.047,47.0,0.99945,3.34,0.78,9.1,White,good
14.2,0.27,0.49,1.1,0.037,33.0,0.992,3.15,0.54,11.1,White,good
5.8,0.61,0.11,1.8,0.066,18.0,0.99483,3.55,0.66,10.9,Red,good
7.4,0.45,0.32,7.1,0.044,17.0,0.9962,3.32,0.41,10.4,White,bad
6.4,0.29,0.3,6.5,0.209,62.0,0.99478,3.1,0.4,9.4,White,bad
6.7,0.25,0.31,1.35,0.061,30.5,0.99388,3.16,0.53,9.5,White,bad
7.8,0.44,0.28,2.7,0.1,18.0,0.9966,3.22,0.67,9.4,Red,bad
5.0,0.31,0.0,6.4,0.046,43.0,0.994,3.3,0.63,9.9,White,good
7.5,0.35,0.48,12.4,0.056,61.0,0.99803,2.97,0.52,8.8,White,bad
6.1,0.25,0.24,12.1,0.046,51.0,0.998,3.35,0.45,9.5,White,bad
7.4,0.62,0.05,1.9,0.068,24.0,0.9961,3.42,0.57,11.5,Red,good
5.6,0.2,0.36,2.5,0.048,16.0,0.99282,3.49,0.49,10.0,White,good
6.2,0.15,0.27,11.0,0.035,46.0,0.99602,3.12,0.38,9.1,White,good
6.0,0.39,0.26,2.7,0.038,39.0,0.99325,3.41,0.5,10.8,White,good
8.0,0.39,0.3,1.9,0.074,32.0,0.99717,3.39,0.61,9.0,Red,bad
6.4,0.42,0.46,8.4,0.05,58.0,0.99495,3.18,0.46,9.7,White,good
7.4,0.4,0.29,5.4,0.044,31.0,0.994,3.3,0.5,11.1,White,good
6.2,0.345,0.27,10.1,0.056,38.0,0.99486,3.31,0.56,10.6,White,bad
7.0,0.4,0.25,1.8,0.05,51.0,0.99174,3.0,0.55,11.4,White,good
5.6,0.19,0.47,4.5,0.03,19.0,0.9922,3.56,0.45,11.2,White,good
6.0,0.52,0.33,7.7,0.046,24.0,0.99224,3.04,0.38,11.0,White,good
5.9,0.21,0.24,12.1,0.044,53.0,0.9969,3.25,0.39,9.5,White,bad
7.7,0.25,0.43,4.5,0.062,20.0,0.9966,3.38,0.5,9.9,White,good
7.1,0.59,0.0,2.2,0.078,26.0,0.99522,3.42,0.68,10.8,Red,good
7.5,0.24,0.49,9.4,0.048,50.0,0.9962,3.17,0.59,10.5,White,good
6.6,0.13,0.29,13.9,0.056,33.0,0.99702,3.17,0.39,9.4,White,good
7.3,0.305,0.39,1.2,0.059,7.0,0.99331,3.29,0.52,11.5,Red,good
8.7,0.49,0.57,17.8,0.052,34.0,1.0007,2.98,0.82,9.0,White,bad
7.8,0.2,0.24,1.6,0.026,26.0,0.991,3.08,0.74,12.1,White,good
6.0,0.28,0.27,2.3,0.051,23.0,0.994,3.23,0.67,10.3,White,good
7.2,0.645,0.0,1.9,0.097,15.0,0.99675,3.37,0.58,9.2,Red,good
6.1,0.28,0.16,1.3,0.06,36.0,0.99353,3.13,0.46,8.7,White,good
6.4,0.13,0.28,0.9,0.045,32.0,0.99175,3.47,0.52,11.2,White,good
6.0,0.26,0.26,2.2,0.035,10.0,0.989465,3.11,0.48,12.15,White,good
7.3,0.32,0.23,2.3,0.066,35.0,0.99588,3.43,0.62,10.1,Red,bad
8.2,0.24,0.34,5.1,0.062,8.0,0.9974,3.22,0.94,10.9,Red,good
7.0,0.26,0.26,10.8,0.039,37.0,0.99787,3.47,0.58,10.3,White,good
5.5,0.3,0.25,1.9,0.029,33.0,0.98972,3.36,0.66,12.5,White,good
11.4,0.26,0.44,3.6,0.071,6.0,0.9986,3.12,0.82,9.3,Red,good
6.8,0.27,0.22,17.8,0.034,16.0,0.9989,3.07,0.53,9.2,White,bad
7.2,0.17,0.41,1.6,0.052,24.0,0.99228,3.19,0.49,10.8,White,bad
5.7,0.22,0.22,16.65,0.044,39.0,0.99855,3.24,0.48,9.0,White,good
8.5,0.28,0.56,1.8,0.092,35.0,0.9969,3.3,0.75,10.5,Red,good
6.3,0.55,0.15,1.8,0.077,26.0,0.99314,3.32,0.82,11.6,Red,good
5.7,0.26,0.24,17.8,0.059,23.0,0.99773,3.3,0.5,10.1,White,bad
10.2,0.67,0.39,1.9,0.054,6.0,0.9976,3.17,0.47,10.0,Red,bad
5.6,0.245,0.25,9.7,0.032,12.0,0.994,3.31,0.34,10.5,White,bad
8.5,0.34,0.44,1.7,0.079,6.0,0.99605,3.52,0.63,10.7,Red,bad
7.3,0.14,0.49,1.1,0.038,28.0,0.9928,3.2,0.72,10.6,White,good
6.8,0.22,0.31,6.9,0.037,33.0,0.99176,3.02,0.39,11.9,White,good
6.3,0.41,0.18,3.5,0.027,23.0,0.99018,3.34,0.54,12.8,White,good
8.3,1.02,0.02,3.4,0.084,6.0,0.99892,3.48,0.49,11.0,Red,bad
10.6,0.36,0.6,2.2,0.152,7.0,0.9986,3.04,1.06,9.4,Red,bad
7.0,0.62,0.08,1.8,0.076,8.0,0.9978,3.48,0.53,9.0,Red,bad
7.2,0.56,0.26,2.0,0.083,13.0,0.99586,3.26,0.52,9.9,Red,bad
8.2,0.23,0.29,1.8,0.047,47.0,0.9933,3.13,0.5,10.2,White,good
6.7,0.31,0.08,1.3,0.038,58.0,0.9922,3.18,0.46,10.0,White,bad
6.8,0.27,0.26,16.1,0.049,55.0,0.9984,3.15,0.5,9.3,White,bad
7.8,0.21,0.49,1.35,0.052,6.0,0.9911,3.15,0.28,11.4,White,bad
7.8,0.49,0.49,7.0,0.043,29.0,0.9952,3.21,0.33,10.0,White,bad
8.3,0.49,0.36,1.8,0.222,6.0,0.998,3.18,0.6,9.5,Red,good
6.7,0.33,0.34,7.5,0.036,39.0,0.99123,2.99,0.32,12.4,White,good
6.4,0.46,0.08,4.9,0.046,34.0,0.99445,3.1,0.56,10.0,White,bad
7.2,0.16,0.26,7.1,0.054,41.0,0.9966,3.38,0.55,10.1,White,bad
6.7,0.21,0.48,14.8,0.05,31.0,0.99942,2.95,0.75,8.8,White,good
7.5,0.26,0.26,18.35,0.084,33.0,1.0011,3.17,0.39,8.8,White,bad
8.2,0.31,0.43,7.0,0.047,18.0,0.99628,3.23,0.64,10.6,White,bad
7.0,0.36,0.3,5.0,0.04,40.0,0.99173,3.33,0.42,12.2,White,good
8.9,0.84,0.34,1.4,0.05,4.0,0.99554,3.12,0.48,9.1,Red,good
7.8,0.17,0.23,1.7,0.029,39.0,0.99272,3.37,0.41,10.7,White,good
8.0,0.36,0.39,1.6,0.024,26.0,0.99116,3.15,0.49,11.9,White,good
7.5,0.28,0.33,7.7,0.048,42.0,0.9974,3.37,0.59,10.1,White,good
8.3,0.78,0.1,2.6,0.081,45.0,0.9983,3.48,0.53,10.0,Red,bad
6.7,0.28,0.28,4.5,0.051,14.0,0.99224,3.36,0.58,11.9,White,good
6.0,0.32,0.3,1.9,0.033,41.0,0.98912,3.29,0.42,12.8,White,good
8.1,0.26,0.27,4.3,0.03,43.0,0.99212,3.16,0.33,11.2,White,good
7.9,0.18,0.49,5.2,0.051,36.0,0.9953,3.18,0.48,10.6,White,good
6.7,0.26,0.39,1.1,0.04,45.0,0.9935,3.32,0.58,9.6,White,good
6.7,0.27,0.69,1.2,0.176,36.0,0.99288,2.96,0.43,9.2,White,good
8.0,0.27,0.24,1.2,0.044,20.0,0.9929,3.28,0.42,10.9,White,bad
7.0,0.43,0.3,2.0,0.085,6.0,0.99346,3.33,0.46,11.9,Red,good
7.3,0.58,0.3,2.4,0.074,15.0,0.9968,3.46,0.59,10.2,Red,bad
6.9,0.16,0.3,9.6,0.057,50.0,0.9978,3.39,0.38,9.6,White,good
6.4,0.32,0.31,1.9,0.037,34.0,0.99,3.06,0.45,11.8,White,good
7.2,0.23,0.25,18.8,0.085,19.0,1.00044,3.1,0.51,8.7,White,bad
7.5,0.61,0.26,1.9,0.073,24.0,0.99612,3.3,0.53,9.8,Red,bad
6.3,0.6,0.1,1.6,0.048,12.0,0.99306,3.55,0.51,12.1,Red,bad
6.6,0.29,0.44,9.0,0.053,62.0,0.99685,3.02,0.45,8.9,White,bad
8.0,0.59,0.05,2.0,0.089,12.0,0.99735,3.36,0.61,10.0,Red,bad
6.3,0.51,0.13,2.3,0.076,29.0,0.99574,3.42,0.75,11.0,Red,good
7.3,0.155,0.49,1.3,0.039,34.0,0.9926,3.14,0.77,10.5,White,good
7.2,0.49,0.24,2.2,0.07,5.0,0.996,3.33,0.48,9.4,Red,bad
6.9,0.12,0.36,2.2,0.037,18.0,0.9919,3.41,0.82,11.9,White,good
6.9,0.3,0.49,7.6,0.057,25.0,0.9962,3.43,0.63,11.0,White,good
7.1,0.6,0.0,1.8,0.074,16.0,0.9972,3.47,0.7,9.9,Red,good
7.8,0.24,0.38,2.1,0.058,14.0,0.994,3.21,0.55,9.9,White,bad
6.1,0.32,0.25,1.8,0.086,5.0,0.99464,3.36,0.44,10.1,Red,bad
5.5,0.16,0.22,4.5,0.03,30.0,0.9938,3.24,0.36,9.4,White,good
7.8,0.28,0.22,1.4,0.056,24.0,0.9944,3.28,0.48,9.5,White,bad
6.1,0.24,0.26,1.7,0.033,61.0,0.9903,3.19,0.81,11.9,White,good
6.5,0.16,0.33,4.8,0.043,45.0,0.992,3.18,0.44,11.2,White,good
7.7,0.3,0.42,14.3,0.045,45.0,0.9991,3.18,0.63,9.2,White,bad
5.6,0.34,0.25,2.5,0.046,47.0,0.99093,3.21,0.4,11.3,White,bad
6.1,0.27,0.32,6.2,0.048,47.0,0.99281,3.22,0.6,11.0,White,good
6.4,0.27,0.29,3.9,0.034,62.0,0.99237,3.1,0.59,11.1,White,good
5.9,0.24,0.28,1.3,0.032,36.0,0.98889,3.08,0.64,12.9,White,good
6.8,0.61,0.04,1.5,0.057,5.0,0.99525,3.42,0.6,9.5,Red,bad
9.5,0.59,0.44,2.3,0.071,21.0,0.9992,3.46,0.63,9.5,Red,bad
12.6,0.38,0.66,2.6,0.088,10.0,1.001,3.17,0.68,9.8,Red,good
6.9,0.23,0.34,4.0,0.047,24.0,0.9944,3.2,0.52,9.7,White,good
7.3,0.22,0.41,15.4,0.05,55.0,1.0,3.32,0.59,8.9,White,good
7.2,0.23,0.38,14.3,0.058,55.0,0.9979,3.09,0.44,9.0,White,good
7.1,0.735,0.16,1.9,0.1,15.0,0.9966,3.27,0.64,9.3,Red,bad
6.2,0.3,0.21,1.1,0.032,31.0,0.9889,2.97,0.42,12.2,White,good
6.9,0.4,0.56,11.2,0.043,40.0,0.9975,3.14,0.46,8.7,White,bad
8.1,0.2,0.36,9.7,0.044,63.0,0.997,3.1,0.46,10.0,White,good
5.3,0.165,0.24,1.1,0.051,25.0,0.9925,3.32,0.47,9.1,White,bad
5.8,0.28,0.34,2.2,0.037,24.0,0.98986,3.36,0.33,12.8,White,good
7.0,0.47,0.07,1.1,0.035,17.0,0.991,3.02,0.34,10.5,White,bad
6.9,0.27,0.41,1.7,0.047,6.0,0.9929,3.15,0.69,11.4,White,good
7.1,0.47,0.24,6.0,0.044,11.0,0.9956,3.21,0.56,9.7,White,bad
7.2,0.35,0.25,5.6,0.032,23.0,0.99334,2.93,0.66,10.3,White,good
6.8,0.57,0.29,2.2,0.04,15.0,0.9938,3.32,0.74,10.2,White,bad
7.3,0.2,0.44,1.4,0.045,21.0,0.9924,3.15,0.46,10.0,White,good
7.1,0.55,0.13,1.7,0.073,21.0,0.994,2.97,0.58,9.2,White,good
6.9,0.48,0.2,1.9,0.082,9.0,0.99585,3.39,0.43,9.05,Red,bad
7.1,0.66,0.0,3.9,0.086,17.0,0.9976,3.46,0.54,9.5,Red,bad
7.9,0.57,0.31,2.0,0.079,10.0,0.99677,3.29,0.69,9.5,Red,good
7.0,0.25,0.29,15.2,0.047,40.0,0.9982,3.22,0.45,9.3,White,bad
7.1,0.27,0.28,1.25,0.023,3.0,0.98993,2.95,0.3,11.4,White,bad
7.2,0.34,0.3,8.4,0.051,40.0,0.99756,3.48,0.62,9.7,White,bad
7.3,0.67,0.02,2.2,0.072,31.0,0.99566,3.32,0.68,11.0666666666667,Red,good
6.0,0.35,0.51,1.2,0.029,10.0,0.9903,3.46,0.42,11.9,White,good
9.4,0.685,0.11,2.7,0.077,6.0,0.9984,3.19,0.7,10.1,Red,good
10.8,0.29,0.42,1.6,0.084,19.0,0.99545,3.28,0.73,11.9,Red,good
7.6,0.31,0.52,13.2,0.042,61.0,0.99839,2.98,0.47,9.1,White,good
7.2,0.32,0.47,5.1,0.044,19.0,0.991,3.03,0.41,12.6,White,bad
7.0,0.15,0.29,16.4,0.058,45.0,0.9978,3.15,0.37,9.7,White,good
8.3,0.28,0.45,7.8,0.059,32.0,0.9972,3.33,0.77,11.2,White,good
7.7,0.3,0.32,1.6,0.037,23.0,0.9919,2.93,0.33,11.0,White,good
6.5,0.26,0.39,1.4,0.02,12.0,0.99089,3.25,0.75,11.3,White,good
6.2,0.3,0.2,6.6,0.045,42.0,0.9944,3.36,0.45,10.4,White,good
7.3,0.32,0.48,13.3,0.06,57.0,0.9982,3.04,0.5,9.2,White,bad
9.1,0.775,0.22,2.2,0.079,12.0,0.9976,3.18,0.51,9.6,Red,bad
7.5,0.38,0.29,12.7,0.05,25.0,0.9986,3.25,0.59,9.3,White,good
7.3,0.37,0.16,14.9,0.048,59.0,0.99902,3.13,0.45,8.9,White,bad
6.6,0.19,0.43,10.9,0.045,53.0,0.99752,3.52,0.77,10.4,White,good
6.9,0.28,0.24,2.1,0.034,49.0,0.98882,2.98,0.43,13.2,White,good
6.9,0.58,0.2,1.75,0.058,8.0,0.99322,3.38,0.49,11.7,Red,bad
8.0,0.64,0.22,2.4,0.094,5.0,0.99612,3.37,0.58,11.0,Red,bad
8.3,1.02,0.02,3.4,0.084,6.0,0.99892,3.48,0.49,11.0,Red,bad
7.2,0.27,0.28,15.2,0.046,6.0,0.99665,3.17,0.39,10.9,White,good
5.7,0.21,0.37,4.5,0.04,58.0,0.99332,3.29,0.62,10.6,White,good
6.5,0.24,0.24,1.6,0.046,15.0,0.9928,3.19,0.39,9.8,White,bad
6.6,0.15,0.32,6.0,0.033,59.0,0.99192,3.19,0.71,12.1,White,good
10.2,0.67,0.39,1.9,0.054,6.0,0.9976,3.17,0.47,10.0,Red,bad
7.6,0.38,0.28,4.2,0.029,7.0,0.9906,3.0,0.41,12.6,White,good
8.6,0.26,0.41,2.2,0.049,29.0,0.9941,2.96,0.44,10.0,White,bad
6.7,0.5,0.36,11.5,0.096,18.0,0.99642,3.11,0.49,9.6,White,bad
6.6,0.24,0.27,1.4,0.057,33.0,0.9934,3.22,0.56,9.5,White,good
7.7,0.31,0.36,4.3,0.026,15.0,0.99152,3.11,0.48,12.0,White,bad
6.6,0.26,0.29,1.4,0.039,13.0,0.9915,3.05,0.49,10.9,White,good
7.7,0.275,0.3,1.0,0.039,19.0,0.992,3.01,0.56,10.7,White,bad
9.6,0.42,0.35,2.1,0.083,17.0,0.99622,3.23,0.66,11.1,Red,good
8.2,0.33,0.32,2.8,0.067,4.0,0.99473,3.3,0.76,12.8,Red,good
6.1,0.3,0.47,1.4,0.049,50.0,0.9927,3.19,0.45,9.5,White,bad
7.5,0.58,0.56,3.1,0.153,5.0,0.99476,3.21,1.03,11.6,Red,good
6.4,0.35,0.35,5.6,0.034,9.0,0.99441,3.17,0.5,9.8,White,bad
6.3,0.48,0.48,1.8,0.035,35.0,0.99121,3.49,0.74,12.2,White,good
6.7,0.26,0.26,4.1,0.073,36.0,0.9956,3.3,0.67,9.5,White,bad
7.0,0.35,0.17,1.1,0.049,7.0,0.99297,3.13,0.36,9.7,White,good
6.0,0.36,0.32,1.1,0.053,26.0,0.99414,3.38,0.54,8.8,White,bad
6.5,0.29,0.32,3.0,0.036,38.0,0.9906,3.16,0.59,12.0,White,good
7.0,0.2,0.34,5.7,0.035,32.0,0.9928,3.19,0.46,11.5,White,good
7.7,0.28,0.39,8.9,0.036,8.0,0.9935,3.06,0.38,12.0,White,good
6.8,0.22,0.3,10.6,0.07,67.0,0.99654,2.89,0.42,9.0,White,good
7.9,0.31,0.32,1.9,0.066,14.0,0.99364,3.41,0.56,12.6,Red,good
5.9,0.435,0.16,6.4,0.031,21.0,0.99151,3.24,0.46,12.2,White,good
6.7,0.46,0.21,4.0,0.034,12.0,0.99016,3.26,0.54,13.0,White,good
6.0,0.28,0.27,15.5,0.036,31.0,0.99408,3.19,0.44,13.0,White,good
7.1,0.26,0.3,2.0,0.031,13.0,0.9917,3.19,0.49,11.4,White,bad
6.3,0.25,0.22,3.3,0.048,41.0,0.99256,3.16,0.5,10.5,White,good
4.8,0.13,0.32,1.2,0.042,40.0,0.9898,3.42,0.64,11.8,White,good
7.6,0.1,0.33,1.0,0.031,33.0,0.99094,3.06,0.68,11.2,White,good
7.3,0.24,0.39,17.95,0.057,45.0,0.9999,3.21,0.36,8.6,White,bad
7.5,0.63,0.27,2.0,0.083,17.0,0.99616,3.26,0.58,9.8,Red,good
6.8,0.31,0.3,8.0,0.028,33.0,0.99164,3.13,0.63,12.6,White,good
8.3,0.845,0.01,2.2,0.07,5.0,0.9967,3.32,0.58,11.0,Red,bad
6.9,0.32,0.13,7.8,0.042,11.0,0.996,3.23,0.37,9.2,White,bad
6.5,0.19,0.3,0.8,0.043,33.0,0.9936,3.42,0.39,9.1,White,good
5.3,0.31,0.38,10.5,0.031,53.0,0.99321,3.34,0.46,11.7,White,good
6.6,0.34,0.2,1.0,0.053,26.0,0.99336,3.32,0.55,9.1,White,bad
7.7,0.42,0.38,8.1,0.061,49.0,0.9966,3.4,0.58,11.0,White,good
6.9,0.24,0.33,1.7,0.035,47.0,0.99,3.26,0.4,12.6,White,good
7.7,0.24,0.3,1.4,0.041,15.0,0.9929,3.26,0.53,10.4,White,good
7.1,0.43,0.17,1.8,0.082,27.0,0.99634,3.49,0.64,10.4,Red,bad
6.0,0.19,0.26,12.4,0.048,50.0,0.9972,3.3,0.36,8.9,White,good
12.4,0.35,0.49,2.6,0.079,27.0,0.9994,3.12,0.75,10.4,Red,good
5.1,0.26,0.33,1.1,0.027,46.0,0.98946,3.35,0.43,11.4,White,good
10.0,0.59,0.31,2.2,0.09,26.0,0.9994,3.18,0.63,10.2,Red,good
7.1,0.23,0.35,16.5,0.04,60.0,0.999,3.16,0.59,9.1,White,good
5.8,0.27,0.27,12.3,0.045,55.0,0.9972,3.28,0.42,9.3,White,good
6.3,0.34,0.27,2.5,0.024,40.0,0.99095,3.35,0.6,11.9,White,good
6.3,0.32,0.35,11.1,0.039,29.0,0.9984,3.36,0.5,9.4,White,good
6.1,0.16,0.34,6.1,0.034,31.0,0.99365,3.32,0.58,10.1333333333333,White,good
7.2,0.32,0.4,8.7,0.038,45.0,0.99568,3.2,0.47,10.4,White,good
7.1,0.37,0.3,6.2,0.04,49.0,0.99021,3.17,0.27,13.6,White,good
7.4,0.58,0.0,2.0,0.064,7.0,0.99562,3.45,0.58,11.3,Red,good
6.6,0.34,0.34,2.6,0.051,40.5,0.99314,3.15,0.61,10.0,White,bad
6.5,0.36,0.32,1.1,0.031,13.0,0.9916,3.1,0.46,10.6,White,bad
8.0,0.26,0.28,4.8,0.05,34.0,0.99437,3.13,0.5,10.0,White,good
7.5,0.3,0.32,1.4,0.032,31.0,0.99154,2.95,0.42,10.5,White,bad
7.0,0.35,0.17,1.1,0.049,7.0,0.99297,3.13,0.36,9.7,White,good
7.0,0.25,0.56,2.0,0.035,20.0,0.9918,3.23,0.53,11.0,White,good
6.8,0.22,0.3,13.6,0.055,50.0,0.9984,3.44,0.39,9.8,White,bad
6.0,0.2,0.26,14.7,0.045,53.0,0.998365,2.99,0.69,9.4,White,good
7.9,0.41,0.37,4.5,0.03,40.0,0.992,3.17,0.54,12.4,White,good
6.3,0.28,0.3,3.1,0.039,24.0,0.9942,3.05,0.43,8.6,White,bad
